,id_drug,coadmin,inter,patient,patient-inter,P(inter),P(patient-inter)
489,DB00794,4349,253,300,149,0.05817429294090595,0.49666666666666665
490,DB00795,2006,9,233,8,0.00448654037886341,0.034334763948497854
491,DB00796,443,5,96,5,0.011286681715575621,0.052083333333333336
492,DB00798,24099,1080,2523,798,0.044815137557575005,0.3162901307966706
493,DB00802,768,0,112,0,0.0,0.0
494,DB00803,0,0,0,0,,
495,DB00804,22539,159,3290,158,0.007054438972447757,0.04802431610942249
496,DB00806,1216,7,78,7,0.005756578947368421,0.08974358974358974
497,DB00807,0,0,0,0,,
498,DB00808,669,0,135,0,0.0,0.0
499,DB00809,0,0,0,0,,
500,DB00811,677,0,56,0,0.0,0.0
501,DB00813,519364,1146,42152,1106,0.0022065449280273567,0.026238375403302334
502,DB00814,18116,16,4313,16,0.0008831971737690439,0.003709714815673545
503,DB00816,16,0,4,0,0.0,0.0
504,DB00818,398961,0,30041,0,0.0,0.0
505,DB00819,8073,160,683,158,0.01981915025393286,0.23133235724743778
506,DB00820,3756,30,886,30,0.007987220447284345,0.033860045146726865
507,DB00822,186,3,37,3,0.016129032258064516,0.08108108108108109
508,DB00825,0,0,0,0,,
509,DB00828,6241,0,554,0,0.0,0.0
510,DB00829,58889,272,7041,256,0.004618859209699604,0.036358471807981824
511,DB00831,102,0,10,0,0.0,0.0
512,DB00833,65,0,21,0,0.0,0.0
513,DB00835,363,0,86,0,0.0,0.0
514,DB00836,14887,0,1610,0,0.0,0.0
515,DB00838,0,0,0,0,,
516,DB00841,10665,36,1196,36,0.0033755274261603376,0.030100334448160536
517,DB00842,158,0,20,0,0.0,0.0
518,DB00843,11116,733,966,463,0.06594098596617488,0.47929606625258797
519,DB00844,34217,0,2935,0,0.0,0.0
520,DB00846,0,0,0,0,,
521,DB00850,359,0,29,0,0.0,0.0
522,DB00851,151,0,10,0,0.0,0.0
523,DB00852,6912,15,1786,13,0.002170138888888889,0.007278835386338186
524,DB00853,150,0,34,0,0.0,0.0
525,DB00854,9,0,1,0,0.0,0.0
526,DB00857,2479,11,650,11,0.004437273093989512,0.016923076923076923
527,DB00859,6,0,4,0,0.0,0.0
528,DB00860,11400,43,3008,40,0.0037719298245614034,0.013297872340425532
529,DB00863,33225,38,6080,38,0.001143717080511663,0.00625
530,DB00864,21935,707,807,490,0.03223159334397082,0.6071871127633209
531,DB00868,33732,0,6736,0,0.0,0.0
532,DB00869,4110,0,337,0,0.0,0.0
533,DB00871,4896,30,685,30,0.006127450980392157,0.043795620437956206
534,DB00873,0,0,0,0,,
535,DB00874,68321,0,7237,0,0.0,0.0
536,DB00877,4697,11,206,11,0.00234192037470726,0.05339805825242718
537,DB00878,0,0,0,0,,
538,DB00879,10990,6,1621,6,0.000545950864422202,0.003701418877236274
539,DB00880,3780,19,201,19,0.0050264550264550265,0.0945273631840796
540,DB00881,907,10,148,10,0.011025358324145534,0.06756756756756757
541,DB00882,261,1,118,1,0.0038314176245210726,0.00847457627118644
542,DB00883,11836,1,618,1,8.448800270361608e-05,0.0016181229773462784
543,DB00884,346,3,70,3,0.008670520231213872,0.04285714285714286
544,DB00887,1912,7,114,7,0.0036610878661087866,0.06140350877192982
545,DB00888,3,0,1,0,0.0,0.0
546,DB00889,7575,0,472,0,0.0,0.0
547,DB00893,998,9,169,9,0.009018036072144289,0.05325443786982249
548,DB00897,383,8,44,8,0.020887728459530026,0.18181818181818182
549,DB00898,890,0,68,0,0.0,0.0
550,DB00899,1728,0,156,0,0.0,0.0
551,DB00900,13,0,2,0,0.0,0.0
552,DB00903,105,1,11,1,0.009523809523809525,0.09090909090909091
553,DB00904,587795,0,57810,0,0.0,0.0
554,DB00905,0,0,0,0,,
555,DB00906,129,0,8,0,0.0,0.0
556,DB00907,0,0,0,0,,
557,DB00908,367,41,37,33,0.11171662125340599,0.8918918918918919
558,DB00909,2431,0,248,0,0.0,0.0
559,DB00910,574,0,81,0,0.0,0.0
560,DB00911,442,0,237,0,0.0,0.0
561,DB00912,323,13,47,13,0.04024767801857585,0.2765957446808511
562,DB00915,4137,42,325,32,0.01015228426395939,0.09846153846153846
563,DB00916,61295,178,8034,171,0.0029039889061097967,0.02128454070201643
564,DB00917,0,0,0,0,,
565,DB00918,77,2,21,2,0.025974025974025976,0.09523809523809523
566,DB00920,0,0,0,0,,
567,DB00921,6213,0,601,0,0.0,0.0
568,DB00924,57357,18,11657,18,0.00031382394476698575,0.0015441365703011067
569,DB00925,22,0,1,0,0.0,0.0
570,DB00927,189186,13,13480,13,6.871544406034273e-05,0.0009643916913946587
571,DB00928,267,0,27,0,0.0,0.0
572,DB00929,18876,0,2316,0,0.0,0.0
573,DB00930,814,0,123,0,0.0,0.0
574,DB00935,19649,0,2341,0,0.0,0.0
575,DB00936,0,0,0,0,,
576,DB00938,42495,780,4513,726,0.018355100600070597,0.16086860181697318
577,DB00939,15,0,4,0,0.0,0.0
578,DB00945,338801,23915,25115,12385,0.07058715883365162,0.4931315946645431
579,DB00947,253,0,43,0,0.0,0.0
580,DB00949,313,8,16,6,0.025559105431309903,0.375
581,DB00950,8299,0,1924,0,0.0,0.0
582,DB00951,793,18,80,16,0.02269861286254729,0.2
583,DB00952,354,7,85,7,0.01977401129943503,0.08235294117647059
584,DB00953,2476,87,709,83,0.035137318255250405,0.11706629055007052
585,DB00956,384381,22,47149,22,5.723487893522313e-05,0.00046660586650830346
586,DB00957,7625,0,3500,0,0.0,0.0
587,DB00958,3676,0,308,0,0.0,0.0
588,DB00959,77233,1237,9561,1161,0.01601646964380511,0.12143081267649827
589,DB00960,94,10,20,8,0.10638297872340426,0.4
590,DB00961,2121,0,181,0,0.0,0.0
591,DB00962,267,0,61,0,0.0,0.0
592,DB00963,0,0,0,0,,
593,DB00964,61,0,11,0,0.0,0.0
594,DB00966,570,7,113,7,0.012280701754385965,0.061946902654867256
595,DB00967,456,0,88,0,0.0,0.0
596,DB00968,221,10,34,6,0.04524886877828054,0.17647058823529413
597,DB00970,107,0,8,0,0.0,0.0
598,DB00971,0,0,0,0,,
599,DB00972,3392,0,683,0,0.0,0.0
600,DB00973,11154,4,1111,4,0.00035861574323112785,0.0036003600360036
601,DB00975,1057,0,89,0,0.0,0.0
602,DB00977,24405,716,11229,536,0.02933825035853309,0.047733547065633625
603,DB00979,0,0,0,0,,
604,DB00980,341,0,57,0,0.0,0.0
605,DB00981,88,0,12,0,0.0,0.0
606,DB00982,149,2,62,2,0.013422818791946308,0.03225806451612903
607,DB00983,18435,321,2766,313,0.01741253051261188,0.11315979754157629
608,DB00985,102,0,25,0,0.0,0.0
609,DB00986,110094,71,6789,71,0.0006449034461460207,0.010458093975548682
610,DB00987,1420,0,75,0,0.0,0.0
611,DB00988,8318,45,451,45,0.005409954315941332,0.09977827050997783
612,DB00989,1819,98,141,64,0.05387575590984057,0.45390070921985815
613,DB00990,494,0,63,0,0.0,0.0
614,DB00991,147,3,39,2,0.02040816326530612,0.05128205128205128
615,DB00993,4374,33,358,31,0.0075445816186556925,0.08659217877094973
616,DB00994,5164,11,1375,11,0.0021301316808675446,0.008
617,DB00995,8,0,1,0,0.0,0.0
618,DB00996,198704,43,13805,39,0.00021640228681858443,0.002825063382832307
619,DB00997,2869,0,206,0,0.0,0.0
620,DB00998,69,2,24,2,0.028985507246376812,0.08333333333333333
621,DB00999,112320,55,18993,54,0.0004896723646723647,0.002843152740483336
622,DB01001,231905,4741,29383,4153,0.020443716176882776,0.14134023074566926
623,DB01003,464,0,32,0,0.0,0.0
624,DB01004,1344,2,38,2,0.001488095238095238,0.05263157894736842
625,DB01005,4130,0,289,0,0.0,0.0
626,DB01006,1196,0,188,0,0.0,0.0
627,DB01008,169,0,8,0,0.0,0.0
628,DB01010,3457,193,236,187,0.05582875325426671,0.7923728813559322
629,DB01012,9300,3,436,3,0.0003225806451612903,0.006880733944954129
630,DB01013,0,0,0,0,,
631,DB01014,248,0,36,0,0.0,0.0
632,DB01015,70372,77,11108,75,0.0010941851872903997,0.006751890529348217
633,DB01016,1544,105,262,88,0.06800518134715026,0.33587786259541985
634,DB01017,1775,96,298,66,0.054084507042253524,0.2214765100671141
635,DB01018,3008,0,668,0,0.0,0.0
636,DB01019,2391,0,119,0,0.0,0.0
637,DB01020,30100,1,1735,1,3.322259136212625e-05,0.0005763688760806917
638,DB01022,18227,0,2471,0,0.0,0.0
639,DB01023,805,0,164,0,0.0,0.0
640,DB01024,7341,69,257,69,0.00939926440539436,0.26848249027237353
641,DB01026,277,37,58,20,0.13357400722021662,0.3448275862068966
642,DB01029,3041,38,663,38,0.012495889510029596,0.05731523378582202
643,DB01030,138,0,15,0,0.0,0.0
644,DB01032,660,36,51,20,0.05454545454545454,0.39215686274509803
645,DB01033,744,8,73,8,0.010752688172043012,0.1095890410958904
646,DB01035,60,0,9,0,0.0,0.0
647,DB01036,10047,39,677,37,0.003881755747984473,0.05465288035450517
648,DB01037,249,0,29,0,0.0,0.0
649,DB01039,13640,748,1339,691,0.054838709677419356,0.5160567587752054
650,DB01041,4,0,1,0,0.0,0.0
651,DB01042,355,0,38,0,0.0,0.0
652,DB01043,7398,32,619,31,0.004325493376588267,0.050080775444264945
653,DB01044,0,0,0,0,,
654,DB01045,1422,175,131,72,0.12306610407876231,0.549618320610687
655,DB01046,3497,0,299,0,0.0,0.0
656,DB01047,0,0,0,0,,
657,DB01048,3592,90,398,59,0.02505567928730512,0.14824120603015076
658,DB01050,202282,2848,46718,2292,0.014079354564419968,0.04906031936298643
659,DB01053,11342,6,1542,6,0.0005290072297654734,0.0038910505836575876
660,DB01058,13,0,4,0,0.0,0.0
661,DB01060,113346,635,25344,634,0.005602315035378399,0.025015782828282828
662,DB01062,23950,37,2070,37,0.001544885177453027,0.017874396135265702
663,DB01064,595,21,86,19,0.03529411764705882,0.22093023255813954
664,DB01065,56291,30,4716,30,0.0005329448757350198,0.006361323155216285
665,DB01067,17866,1233,2758,976,0.06901376917049144,0.3538796229151559
666,DB01068,30906,358,3523,339,0.011583511292305702,0.09622480840193018
667,DB01069,116654,166,11256,136,0.0014230116412639086,0.012082444918265814
668,DB01072,377,79,41,38,0.20954907161803712,0.926829268292683
669,DB01073,173,0,13,0,0.0,0.0
670,DB01075,142626,34,17860,34,0.00023838570807566643,0.0019036954087346025
671,DB01076,306348,3421,24675,3125,0.011167038792484364,0.12664640324214793
672,DB01080,129,2,6,1,0.015503875968992248,0.16666666666666666
673,DB01081,6370,5,715,5,0.0007849293563579278,0.006993006993006993
674,DB01083,71,0,19,0,0.0,0.0
675,DB01085,2250,0,182,0,0.0,0.0
676,DB01086,46,0,3,0,0.0,0.0
677,DB01087,46,0,3,0,0.0,0.0
678,DB01088,21,0,2,0,0.0,0.0
679,DB01093,217,0,21,0,0.0,0.0
680,DB01095,87,3,19,3,0.034482758620689655,0.15789473684210525
681,DB01097,2038,3,206,3,0.0014720314033366045,0.014563106796116505
682,DB01098,13266,100,2190,99,0.007538067239559777,0.045205479452054796
683,DB01099,204,0,7,0,0.0,0.0
684,DB01101,571,1,86,1,0.0017513134851138354,0.011627906976744186
685,DB01104,64368,1959,7109,1646,0.030434377330350485,0.23153748769165847
686,DB01109,268901,5685,13637,5685,0.021141609737412654,0.41688054557453985
687,DB01110,0,0,0,0,,
688,DB01111,1016,0,31,0,0.0,0.0
689,DB01112,17230,11,1301,11,0.0006384213580963436,0.008455034588777863
690,DB01113,6230,0,370,0,0.0,0.0
691,DB01114,6847,3,1125,3,0.00043814809405579085,0.0026666666666666666
692,DB01115,14018,96,1390,88,0.006848337851333999,0.06330935251798561
693,DB01117,1898,3,482,3,0.0015806111696522655,0.006224066390041493
694,DB01118,33797,1320,1494,884,0.0390567210107406,0.5917001338688086
695,DB01119,13,0,5,0,0.0,0.0
696,DB01126,1454,0,135,0,0.0,0.0
697,DB01127,0,0,0,0,,
698,DB01128,741,0,73,0,0.0,0.0
699,DB01129,306,0,61,0,0.0,0.0
700,DB01130,0,0,0,0,,
701,DB01131,1026,0,442,0,0.0,0.0
702,DB01132,4895,23,878,23,0.004698672114402451,0.02619589977220957
703,DB01136,98435,8169,6072,3594,0.08298877431807793,0.591897233201581
704,DB01137,10215,168,1888,146,0.01644640234948605,0.07733050847457627
705,DB01140,9894,1,432,1,0.00010107135637760258,0.0023148148148148147
706,DB01141,6712,0,274,0,0.0,0.0
707,DB01142,3632,117,402,95,0.0322136563876652,0.236318407960199
708,DB01148,85,0,5,0,0.0,0.0
709,DB01149,63,2,5,2,0.031746031746031744,0.4
710,DB01150,13,0,7,0,0.0,0.0
711,DB01151,179,5,49,5,0.027932960893854747,0.10204081632653061
712,DB01156,44500,17,5600,17,0.00038202247191011237,0.0030357142857142857
713,DB01161,88,0,8,0,0.0,0.0
714,DB01162,4220,2,384,2,0.00047393364928909954,0.005208333333333333
715,DB01164,137936,0,9941,0,0.0,0.0
716,DB01165,0,0,0,0,,
717,DB01166,2968,47,219,40,0.015835579514824796,0.182648401826484
718,DB01167,734,92,76,33,0.12534059945504086,0.4342105263157895
719,DB01168,16,0,1,0,0.0,0.0
720,DB01169,94,0,4,0,0.0,0.0
721,DB01173,566,1,145,1,0.0017667844522968198,0.006896551724137931
722,DB01174,3105,139,235,90,0.044766505636070854,0.3829787234042553
723,DB01175,44203,1542,5857,1276,0.03488451010112436,0.21785897217005293
724,DB01177,272,0,16,0,0.0,0.0
725,DB01179,0,0,0,0,,
726,DB01181,429,1,24,1,0.002331002331002331,0.041666666666666664
727,DB01182,799,47,71,39,0.058823529411764705,0.5492957746478874
728,DB01183,23756,0,1929,0,0.0,0.0
729,DB01189,176,0,23,0,0.0,0.0
730,DB01190,60289,1417,6374,1019,0.023503458342317835,0.15986821462190148
731,DB01192,582,0,54,0,0.0,0.0
732,DB01193,257,9,26,6,0.03501945525291829,0.23076923076923078
733,DB01194,0,0,0,0,,
734,DB01195,2473,18,217,18,0.007278608976951072,0.08294930875576037
735,DB01197,2276,37,149,36,0.01625659050966608,0.24161073825503357
736,DB01200,267,0,30,0,0.0,0.0
737,DB01202,48864,49,3202,49,0.0010027832351015061,0.015302935665209244
738,DB01203,1164,49,137,34,0.04209621993127148,0.24817518248175183
739,DB01204,128,0,10,0,0.0,0.0
740,DB01205,1982,0,153,0,0.0,0.0
741,DB01206,14,0,1,0,0.0,0.0
742,DB01210,0,0,0,0,,
743,DB01211,3021,137,756,106,0.04534922211188348,0.1402116402116402
744,DB01212,115095,528,11845,511,0.004587514661801121,0.04314056563951034
745,DB01213,143,0,12,0,0.0,0.0
746,DB01216,12107,0,1038,0,0.0,0.0
747,DB01217,4025,0,469,0,0.0,0.0
748,DB01219,783,0,40,0,0.0,0.0
749,DB01220,13157,0,609,0,0.0,0.0
750,DB01221,48274,5,4407,5,0.00010357542362348262,0.0011345586566825505
751,DB01222,44114,3,3719,3,6.800562179806864e-05,0.0008066684592632429
752,DB01223,1454,6,210,6,0.0041265474552957355,0.02857142857142857
753,DB01224,34147,138,2458,131,0.004041350631094971,0.053295362082994305
754,DB01225,310456,0,16951,0,0.0,0.0
755,DB01226,412,8,49,8,0.019417475728155338,0.16326530612244897
756,DB01229,2784,41,243,37,0.014727011494252873,0.1522633744855967
757,DB01232,6,0,1,0,0.0,0.0
758,DB01233,98148,1409,7342,1396,0.014355870725842605,0.19013892672296376
759,DB01234,301962,6116,27715,5533,0.020254204171385803,0.19963918455709903
760,DB01235,7529,21,627,17,0.0027892150351972373,0.02711323763955343
761,DB01236,1399,0,232,0,0.0,0.0
762,DB01238,12476,9,1440,9,0.0007213850593138826,0.00625
763,DB01240,1041,0,41,0,0.0,0.0
764,DB01241,2820,120,273,99,0.0425531914893617,0.3626373626373626
765,DB01242,196,11,31,6,0.05612244897959184,0.1935483870967742
766,DB01248,1075,2,117,2,0.0018604651162790699,0.017094017094017096
767,DB01254,75,2,11,2,0.02666666666666667,0.18181818181818182
768,DB01255,3772,0,1021,0,0.0,0.0
769,DB01256,0,0,0,0,,
770,DB01257,87,0,6,0,0.0,0.0
771,DB01258,281,0,28,0,0.0,0.0
772,DB01259,1,0,1,0,0.0,0.0
773,DB01260,0,0,0,0,,
774,DB01261,12717,0,1851,0,0.0,0.0
775,DB01262,53,0,7,0,0.0,0.0
776,DB01263,622,0,29,0,0.0,0.0
777,DB01264,3633,76,304,69,0.020919350399119185,0.22697368421052633
778,DB01267,1853,0,290,0,0.0,0.0
779,DB01268,23,0,4,0,0.0,0.0
780,DB01269,206,0,16,0,0.0,0.0
781,DB01271,12,0,2,0,0.0,0.0
782,DB01272,7,0,2,0,0.0,0.0
783,DB01273,6873,0,1373,0,0.0,0.0
784,DB01274,2254,0,118,0,0.0,0.0
785,DB01275,67905,1383,4388,1379,0.020366688756350785,0.3142661804922516
786,DB01276,1476,0,225,0,0.0,0.0
787,DB01278,24,0,9,0,0.0,0.0
788,DB01279,6,0,1,0,0.0,0.0
789,DB01280,11,0,1,0,0.0,0.0
790,DB01281,252,0,60,0,0.0,0.0
791,DB01284,3209,1,294,1,0.0003116235587410408,0.003401360544217687
792,DB01285,58,0,7,0,0.0,0.0
793,DB01291,32,1,2,1,0.03125,0.5
794,DB01306,16826,647,2077,522,0.03845239510281707,0.2513240250361098
795,DB01307,19604,747,1411,578,0.03810446847582126,0.40963855421686746
796,DB01309,2699,88,325,77,0.03260466839570211,0.23692307692307693
797,DB01319,11,0,2,0,0.0,0.0
798,DB01320,2238,339,154,133,0.15147453083109919,0.8636363636363636
799,DB01327,320106,468,21246,468,0.0014620157072969579,0.02202767579779723
800,DB01330,19,0,1,0,0.0,0.0
801,DB01331,29005,74,1840,72,0.002551284261334253,0.0391304347826087
802,DB01337,18,0,1,0,0.0,0.0
803,DB01339,4341,29,248,29,0.0066804883667357755,0.11693548387096774
804,DB01344,9801,37,643,36,0.003775124987246199,0.05598755832037325
805,DB01356,3064,209,367,140,0.06821148825065274,0.3814713896457766
806,DB01357,27,0,11,0,0.0,0.0
807,DB01362,2309,2,309,2,0.0008661758336942399,0.006472491909385114
808,DB01364,147184,178,9600,177,0.0012093705837591042,0.0184375
809,DB01367,272,21,37,14,0.07720588235294118,0.3783783783783784
810,DB01369,17,0,2,0,0.0,0.0
811,DB01373,63140,1320,5144,1129,0.020905923344947737,0.21947900466562986
812,DB01377,39778,354,2665,317,0.008899391623510482,0.11894934333958725
813,DB01380,23,1,7,1,0.043478260869565216,0.14285714285714285
814,DB01390,57371,15,3479,15,0.0002614561363755207,0.004311583788444955
815,DB01394,9249,290,979,275,0.03135474105308682,0.2808988764044944
816,DB01395,1754,4,850,4,0.002280501710376283,0.004705882352941176
817,DB01397,6,0,2,0,0.0,0.0
818,DB01399,141,7,11,5,0.04964539007092199,0.45454545454545453
819,DB01400,89919,3815,5326,3589,0.042427073254818225,0.6738640630867443
820,DB01402,1626,127,235,100,0.07810578105781057,0.425531914893617
821,DB01406,150,0,10,0,0.0,0.0
822,DB01409,38741,2,2618,2,5.162489352365711e-05,0.0007639419404125286
823,DB01410,95,0,21,0,0.0,0.0
824,DB01413,53575,3,2645,3,5.5996266915538964e-05,0.0011342155009451795
825,DB01416,4993,0,479,0,0.0,0.0
826,DB01421,32,0,4,0,0.0,0.0
827,DB01432,3631,107,312,87,0.029468465987331313,0.27884615384615385
828,DB01438,19217,0,2580,0,0.0,0.0
829,DB01495,411,0,99,0,0.0,0.0
830,DB01563,607,0,55,0,0.0,0.0
831,DB01576,11546,164,3273,163,0.01420405335181015,0.049801405438435684
832,DB01577,2,0,2,0,0.0,0.0
833,DB01586,3859,14,292,14,0.003627882871210158,0.04794520547945205
834,DB01590,76,0,18,0,0.0,0.0
835,DB01591,1780,2,303,2,0.0011235955056179776,0.006600660066006601
836,DB01592,10189,194,721,167,0.01904014132888409,0.231622746185853
837,DB01597,16,0,1,0,0.0,0.0
838,DB01598,16,0,1,0,0.0,0.0
839,DB01601,96,5,11,5,0.052083333333333336,0.45454545454545453
840,DB01606,126443,455,6096,453,0.003598459384861163,0.07431102362204725
841,DB01609,184,0,24,0,0.0,0.0
842,DB01610,6869,175,208,153,0.02547677973504149,0.7355769230769231
843,DB01611,11656,152,1102,151,0.013040494166094716,0.13702359346642468
844,DB01612,19,0,2,0,0.0,0.0
845,DB01623,95,1,10,1,0.010526315789473684,0.1
846,DB01638,9256,0,573,0,0.0,0.0
847,DB01656,2238,0,107,0,0.0,0.0
848,DB01708,440,0,100,0,0.0,0.0
849,DB01764,17,0,2,0,0.0,0.0
850,DB02300,0,0,0,0,,
851,DB02701,143,0,23,0,0.0,0.0
852,DB03128,0,0,0,0,,
853,DB03166,0,0,0,0,,
854,DB03255,1,0,1,0,0.0,0.0
855,DB03793,273,0,27,0,0.0,0.0
856,DB03843,0,0,0,0,,
857,DB03904,0,0,0,0,,
858,DB04272,2969,0,259,0,0.0,0.0
859,DB04398,107813,0,8705,0,0.0,0.0
860,DB04572,156,0,11,0,0.0,0.0
861,DB04574,99,0,14,0,0.0,0.0
862,DB04835,163,0,16,0,0.0,0.0
863,DB04844,78,0,9,0,0.0,0.0
864,DB04845,12,0,1,0,0.0,0.0
865,DB04854,1444,0,133,0,0.0,0.0
866,DB04855,792,0,50,0,0.0,0.0
867,DB04861,2041,0,413,0,0.0,0.0
868,DB04868,29,0,8,0,0.0,0.0
869,DB04890,0,0,0,0,,
870,DB04895,0,0,0,0,,
871,DB04896,983,0,93,0,0.0,0.0
872,DB04899,17,0,1,0,0.0,0.0
873,DB04930,0,0,0,0,,
874,DB04932,37,0,1,0,0.0,0.0
875,DB04946,41,0,8,0,0.0,0.0
876,DB05039,16,0,2,0,0.0,0.0
877,DB05109,140,0,17,0,0.0,0.0
878,DB05245,0,0,0,0,,
879,DB05259,500,0,73,0,0.0,0.0
880,DB05271,269,0,24,0,0.0,0.0
881,DB05311,16,0,1,0,0.0,0.0
882,DB05332,454,0,27,0,0.0,0.0
883,DB05351,2358,0,381,0,0.0,0.0
884,DB05382,371,0,45,0,0.0,0.0
885,DB05541,139,0,12,0,0.0,0.0
886,DB05578,128,0,13,0,0.0,0.0
887,DB05679,392,0,82,0,0.0,0.0
888,DB05773,101,0,12,0,0.0,0.0
889,DB05812,245,0,34,0,0.0,0.0
890,DB05889,22,0,1,0,0.0,0.0
891,DB06014,3,0,1,0,0.0,0.0
892,DB06016,375,0,63,0,0.0,0.0
893,DB06043,155,0,13,0,0.0,0.0
894,DB06151,5646,0,329,0,0.0,0.0
895,DB06168,3,0,1,0,0.0,0.0
896,DB06176,6,0,1,0,0.0,0.0
897,DB06186,130,0,22,0,0.0,0.0
898,DB06196,39,0,5,0,0.0,0.0
899,DB06201,697,0,47,0,0.0,0.0
900,DB06203,401,0,47,0,0.0,0.0
901,DB06204,446,0,46,0,0.0,0.0
902,DB06206,63251,0,3947,0,0.0,0.0
903,DB06207,198,0,42,0,0.0,0.0
904,DB06209,4613,0,303,0,0.0,0.0
905,DB06210,215,0,15,0,0.0,0.0
906,DB06212,124,0,6,0,0.0,0.0
907,DB06213,13081,0,2049,0,0.0,0.0
908,DB06215,869,0,224,0,0.0,0.0
909,DB06216,601,0,68,0,0.0,0.0
910,DB06218,6196,0,350,0,0.0,0.0
911,DB06219,0,0,0,0,,
912,DB06228,32786,0,2273,0,0.0,0.0
913,DB06261,90,0,16,0,0.0,0.0
914,DB06273,244,0,42,0,0.0,0.0
915,DB06274,4154,0,244,0,0.0,0.0
916,DB06282,2581,0,560,0,0.0,0.0
917,DB06283,0,0,0,0,,
918,DB06285,682,0,76,0,0.0,0.0
919,DB06287,29,0,4,0,0.0,0.0
920,DB06290,25,0,3,0,0.0,0.0
921,DB06292,920,0,209,0,0.0,0.0
922,DB06317,39,0,4,0,0.0,0.0
923,DB06335,1275,0,194,0,0.0,0.0
924,DB06366,480,0,46,0,0.0,0.0
925,DB06403,282,0,19,0,0.0,0.0
926,DB06410,3963,0,261,0,0.0,0.0
927,DB06413,734,0,118,0,0.0,0.0
928,DB06414,521,0,33,0,0.0,0.0
929,DB06441,205,0,11,0,0.0,0.0
930,DB06589,58,0,16,0,0.0,0.0
931,DB06590,87,0,4,0,0.0,0.0
932,DB06605,39095,0,2580,0,0.0,0.0
933,DB06612,125,0,22,0,0.0,0.0
934,DB06616,33,0,4,0,0.0,0.0
935,DB06626,13,0,2,0,0.0,0.0
936,DB06636,527,0,19,0,0.0,0.0
937,DB06637,156,0,20,0,0.0,0.0
938,DB06643,3093,0,547,0,0.0,0.0
939,DB06655,4424,0,766,0,0.0,0.0
940,DB06674,122,0,28,0,0.0,0.0
941,DB06681,81,0,4,0,0.0,0.0
942,DB06684,1739,0,212,0,0.0,0.0
943,DB06688,1,0,1,0,0.0,0.0
944,DB06697,16,0,3,0,0.0,0.0
945,DB06699,20,0,4,0,0.0,0.0
946,DB06700,3407,0,389,0,0.0,0.0
947,DB06701,937,0,281,0,0.0,0.0
948,DB06702,282,0,44,0,0.0,0.0
949,DB06706,411,0,99,0,0.0,0.0
950,DB06708,16,0,3,0,0.0,0.0
951,DB06709,0,0,0,0,,
952,DB06710,198,0,42,0,0.0,0.0
953,DB06711,0,0,0,0,,
954,DB06713,788,0,358,0,0.0,0.0
955,DB06715,505,0,58,0,0.0,0.0
956,DB06717,4481,0,384,0,0.0,0.0
957,DB06720,7,0,1,0,0.0,0.0
958,DB06723,11692,0,1398,0,0.0,0.0
959,DB06724,37882,0,3087,0,0.0,0.0
960,DB06756,40,0,5,0,0.0,0.0
961,DB06760,14,0,1,0,0.0,0.0
962,DB06761,1257,0,231,0,0.0,0.0
963,DB06764,4,0,1,0,0.0,0.0
964,DB06766,57,0,8,0,0.0,0.0
965,DB06767,23,0,3,0,0.0,0.0
966,DB06769,398,0,30,0,0.0,0.0
967,DB06771,0,0,0,0,,
968,DB06772,79,0,7,0,0.0,0.0
969,DB06778,10,0,3,0,0.0,0.0
970,DB06779,11,0,2,0,0.0,0.0
971,DB06786,0,0,0,0,,
972,DB06788,2,0,1,0,0.0,0.0
973,DB06791,61,0,12,0,0.0,0.0
974,DB06792,768,0,36,0,0.0,0.0
975,DB06794,0,0,0,0,,
976,DB06795,0,0,0,0,,
977,DB06799,354,0,49,0,0.0,0.0
978,DB06800,9708,0,467,0,0.0,0.0
979,DB06802,0,0,0,0,,
980,DB06809,183,0,30,0,0.0,0.0
981,DB06812,0,0,0,0,,
982,DB06813,12,0,1,0,0.0,0.0
983,DB06817,2202,0,194,0,0.0,0.0
984,DB06819,62,0,3,0,0.0,0.0
985,DB06823,35,0,6,0,0.0,0.0
986,DB06824,0,0,0,0,,
987,DB06825,24,0,5,0,0.0,0.0
988,DB08815,3404,0,356,0,0.0,0.0
989,DB08816,14538,0,822,0,0.0,0.0
990,DB08818,77,0,28,0,0.0,0.0
991,DB08819,0,0,0,0,,
992,DB08820,137,0,21,0,0.0,0.0
993,DB08822,46,0,12,0,0.0,0.0
994,DB08823,0,0,0,0,,
995,DB08827,21,0,2,0,0.0,0.0
996,DB08860,629,0,89,0,0.0,0.0
997,DB08864,785,0,118,0,0.0,0.0
998,DB08865,113,0,9,0,0.0,0.0
999,DB08868,174,0,18,0,0.0,0.0
1000,DB08870,51,0,6,0,0.0,0.0
1001,DB08871,80,0,11,0,0.0,0.0
1002,DB08874,219,0,18,0,0.0,0.0
1003,DB08877,162,0,16,0,0.0,0.0
1004,DB08879,50,0,12,0,0.0,0.0
1005,DB08881,0,0,0,0,,
1006,DB08882,2699,0,370,0,0.0,0.0
1007,DB08883,126,0,6,0,0.0,0.0
1008,DB08885,10,0,1,0,0.0,0.0
1009,DB08886,79,0,7,0,0.0,0.0
1010,DB08889,447,0,39,0,0.0,0.0
1011,DB08890,6709,0,613,0,0.0,0.0
1012,DB08893,3485,0,475,0,0.0,0.0
1013,DB08897,254,0,25,0,0.0,0.0
